identifiant_produit|ca
0A66FBFAD2|2.430000066757202
0CD724275A|3.2699999809265137
157AABAFCC|27.689998626708984
214CC75B98|0.3499999940395355
23145C149E|2.5999999046325684
251BCED1F8|1.809999942779541
29CA8146A9|152.01999771595
320AED4096|16.83000011742115
3ABAB0BB6F|6.71999979019165
42E422B499|68.81999778747559
472CE4A148|3.490000009536743
476115F2DC|24.1200008392334
504F153CCD|3.4799998998641968
515C079640|140.64000511169434
5444A03BDC|12.15000057220459
5BC1C26F39|14.880000114440918
600F51ECFD|1.059999942779541
64A26BAB90|7.78000020980835
718543C9FC|29.040000915527344
76CEE1419E|0.28999999165534973
7D2B5C60D8|13.960000038146973
7E169DECB2|1.340000033378601
7FB39D16DD|7.550000190734863
839FA251B2|29.68000030517578
9C013B69E5|513.7900142669678
9E36E6FE34|26.719999313354492
B53AADA40F|3.5299999713897705
BC702D4E0C|7.659999847412109
C03CF0FCAD|1.3899999856948853
D6A788C386|0.42000000178813934
E8580A1429|20.239999771118164
EDD9CA4CE0|5.659999847412109
EFD69F228D|3.5
F41F18DEE0|6.179999828338623
F4C51AA98F|5.039999961853027
F692F38F49|177.56999719142914
F8764A2C66|63.39000225067139
FE754EE326|24.080000162124634
1502C69390|4.050000071525574
22803BA39D|25.87999939918518
25F1ABDA1D|38.99000120162964
33CA2CB82D|6.7500001192092896
369FE0FCA3|8.459999799728394
45FA25A4C7|10.249999761581421
4DF8CEE592|52.24999785423279
52B2BD8B66|57.360002517700195
544ADBFD76|3.1700000762939453
55990FCF2C|9.3100004196167
583234202D|0.20000000298023224
5B016B78E3|9.579999923706055
66589A64A4|23.499999046325684
68B2F73EC2|41.38000017404556
6EF04EAE6F|12.800000190734863
70402051DA|3.9800000190734863
7838E4D912|2.8299999237060547
835ED66E9B|4.129999816417694
84ABC6501F|9.40999984741211
891E573BE2|2.359999895095825
910819BFDC|13.679999828338623
9C737D60EF|72.24999809265137
9E1749F83D|7.559999942779541
A86E19C7CF|19.059999465942383
ACD9676F8E|25.55000066757202
BEED295B9A|305.2300030887127
C131D8F677|0.11999999731779099
C16EDF3780|5.289999961853027
C88FD55F5E|15.550000190734863
CDD92EA075|7.880000114440918
D2D92EEEFA|28.15999984741211
DA9BBCFB01|7.239999771118164
DB58FDD9A8|8.880000114440918
DC1D8EC6E3|2.799999952316284
E18B69B883|192.50999772548676
E20EF9374B|8.960000038146973
E28FE79541|6.380000114440918
ED7C9373F9|15.420000076293945
F9C8EBC1A2|34.15999984741211
04A330620C|48.04999923706055
04E91ACA57|3.740000009536743
0740F2D7A0|58.810001373291016
0D060F101D|35.46000033058226
17E959987B|9.829999923706055
202F02575F|59.310001373291016
203903CCB8|7.590000152587891
218FC8F449|6.159999847412109
2F6A090D58|1.5399999618530273
368179412F|1.1699999570846558
36FD5CCFDA|20.200000762939453
3C19DEAE78|5.190000057220459
47AA7B456C|48.56999921798706
4B0CFF0C3D|4.840000152587891
501B946EFB|16.360000610351562
52CFBAF551|6.099999904632568
697A1A13DB|5.46999979019165
69E31FEC72|1.3799999952316284
73B4FB531C|30.479999542236328
7E6A7834DB|17.130000114440918
84F04249A6|9.399999618530273
89F0AE267F|33.480000257492065
8D25AD61AD|6.980000019073486
8D7ACFD31E|9.260000228881836
91D3CCFE8E|33.480000257492065
992D378316|66.55999970436096
AA57A846A4|2.4600000381469727
AECCCB42E5|5.480000019073486
B115147CE7|43.5
B2F1474A9D|13.880000114440918
C3C943DA08|0.7200000286102295
CFA01FCA0C|15.840000629425049
DFC2A3DA68|9.970000267028809
E16CA5717A|8.75
F032EBB6FC|11.460000038146973
F0E05DEE27|16.459999084472656
F8DE618594|10.079999923706055
F904CD0404|3.890000104904175
FD32CD4C9A|30.850000083446503
02CAD92323|11.640000343322754
094E7B18BF|13.900000095367432
1465C67323|9.029999732971191
18AA1ADDE6|12.399999618530273
1DD704F635|4.239999771118164
23650264D5|26.040000200271606
2DE9B120F6|44.16999959945679
2E05975552|4.210000038146973
2FB4C59600|56.48999786376953
376DEA301B|4.739999771118164
47DE325C10|2.7899999618530273
4ABBC0E4A5|37.95999872684479
4ADCD87D0C|18.289999961853027
612B11DBA4|46.339999198913574
6333A31433|21.200000762939453
64F49E0604|6.139999866485596
6B9B81F9DC|9.940000057220459
6EAD8C95C8|2.049999952316284
84D1C9E2E7|13.18999981880188
84EF68D168|26.09999942779541
855DC7591A|28.019999742507935
9025FD57D2|73.23999738693237
9EC9D29115|6.739999771118164
A72E8481AC|3.390000104904175
AC03470A38|9.289999961853027
AE4C98B796|1.2899999618530273
B0777AF600|6.639999866485596
B6E978B096|79.76000213623047
BAF8612D1C|14.15999984741211
C77A4D2A4C|8.510000228881836
CDC4E91273|1.6699999570846558
D1C29EA61F|14.0
D6AC4FB2E8|12.599999904632568
DDAE41997E|8.029999732971191
E82A0E714B|3.9100000858306885
E891730A3E|7.369999885559082
EE5E6511F7|222.55000495910645
F02B689B62|21.559999465942383
F692E12869|13.220000267028809
FB9BF98DD5|64.0999984741211
1151AD5D99|6.670000076293945
151DD23CD4|28.3799991607666
2411795DE6|3.140000104904175
29B52B69C1|12.039999961853027
2EB9227227|6.75
357B4D910E|95.70000171661377
3A573A9998|8.680000066757202
434E51EEA5|46.17000102996826
4354EDC782|1.1699999570846558
52A942D05C|11.460000038146973
52DB567D76|15.21000051498413
5FB7F3B065|106.8100004196167
624E86DDBA|68.4699981212616
6642584537|7.360000133514404
67EFBCCE08|10.509999871253967
6E9B48D7A8|0.23000000417232513
7D80277B8F|17.399999618530273
803B40837E|37.79999923706055
80981F8A92|12.989999890327454
82D099F726|3.759999990463257
846B57D8CF|10.789999961853027
86A13621C0|5.690000057220459
88367280C6|12.180000305175781
9686B1E676|2.2799999713897705
969C693522|34.910000801086426
A2DB772E7D|26.94999933242798
A69B1D94A1|5.25
A6F5B0B0D5|12.369999885559082
B181EC5C0E|18.459999084472656
D19C8B8719|5.019999980926514
D204CE16D0|8.039999961853027
DFBB6454B1|2.3299999237060547
E1F9FD2556|2.6500000953674316
E5F8F1B995|3.319999933242798
F2F35C6029|3.2799999713897705
F9D67B9469|39.28999948501587
094E9BBD8B|2.1700000762939453
0B0E4D60D4|1.5
0E524C9397|21.229999542236328
271EB10F0A|44.16999959945679
28A2619223|2.9100000858306885
2EEE8AFEAD|16.020000457763672
3E603D679A|12.010000228881836
41A3E0404F|11.439999759197235
4F6714B43B|8.550000190734863
50EDD84023|0.800000011920929
67AFA16B7C|6.059999942779541
6B5682ADFB|8.460000038146973
6DEF9B34B5|15.079999923706055
72A6569EF3|9.289999961853027
7885822D7F|0.8199999928474426
78AB71552E|9.789999961853027
7C1564FD1A|7.21999979019165
81660C4C82|10.380000114440918
81C79D6805|4.150000095367432
8F770D24AC|57.46999764442444
90F61D2435|6.519999980926514
957788608A|41.160000801086426
998B70DE76|34.200000286102295
A0EFC36FE2|8.859999656677246
A13CF34287|11.920000314712524
AC04A81738|3.2200000286102295
AC84D7F15E|2.059999942779541
AE034A0563|10.239999771118164
AF408B479C|0.2800000011920929
B23A22823D|24.68000030517578
B62D6ADA3A|0.4399999976158142
BD5286FAF2|104.74999666213989
C7A215EFCD|160.86999988555908
D4265D070D|17.68000030517578
D7AAF826DE|249.95000422000885
D923576B56|76.55999946594238
E3E60DBBD9|4.429999828338623
E460943E03|6.320000171661377
E6DD072181|1.5
E7D48BB63A|10.009999990463257
E80BD800D0|4.739999771118164
E93ACA54B6|73.6999979019165
EB67EE2977|4.579999923706055
EDE78D946B|1.8700000047683716
FA0EC33D89|0.4099999964237213
FED452ED9F|8.419999778270721
07E2C30973|4.78000020980835
0CE601604B|5.610000133514404
18E6EDC068|191.32999467849731
2762D64727|14.25
27F8FA75A7|10.47000002861023
2F994313DA|21.15000057220459
331A1B1BCB|55.119998931884766
33B1759120|1.159999966621399
436D8FF53B|35.660000801086426
46BEBFEBA4|4.519999980926514
47391769CE|59.87999725341797
521094F99C|0.23999999463558197
54DC9D139D|37.959999084472656
5A5CA4F551|8.239999771118164
678E935179|1.590000033378601
6B46D7661F|23.969999313354492
7003E47D7C|31.36000034213066
74D4481EDE|18.08999991416931
7784D7AB23|0.20999999530613422
7DF621A973|2.259999990463257
821A90D564|52.189999371767044
8628047661|91.49000191688538
8DF32B7C4B|0.9200000166893005
93C6B78782|9.90999984741211
A0C88418BD|149.5100040435791
A426834282|17.079999923706055
AB86B596B4|33.90000057220459
AD809F8456|63.02999985218048
BC7BEC7374|16.760000228881836
C9938CABA0|4.789999961853027
CB73BA4963|66.14999914169312
CBB53D4EAC|7.739999771118164
CF43DCC9B8|9.239999771118164
D038F746B0|2.4600000381469727
D1BDFFDB1C|81.35999965667725
D65F2B36C3|34.52000069618225
D956227EC3|4.150000095367432
DBE6926042|25.34000015258789
E57EF83725|9.9399995803833
E684C96EE8|178.4599962234497
0E21850D13|0.6600000262260437
0E56083263|14.25
135738F7DA|12.680000305175781
21B4320061|29.519999027252197
229DBC11E1|4.4999998807907104
2CC327DA08|5.019999980926514
2EE44627AD|119.10000562667847
3138401D32|17.71999943256378
39EC998DB8|6.099999904632568
3C272D754D|23.15999937057495
3CCFD2C926|0.41999998688697815
3E766EDF84|14.539999961853027
47C56214FA|112.53000354766846
533F9B5DA8|12.180000305175781
588F8D9891|5.840000152587891
5ACD4D6543|5.980000019073486
5FC3F70C97|4.5
726EA5B68E|0.8699999749660492
7487D405E4|5.019999980926514
750E84DED6|145.0700011253357
7E20E9051F|32.75999879837036
A6A08ED0A5|4.889999866485596
A9F658724A|2.759999990463257
AC8FDFF70F|12.690000057220459
AD948D80BA|9.829999923706055
AF94F91166|4.849999904632568
B7749ED384|3.0899998992681503
B80C09309D|3.450000047683716
BE01893443|1002.4599974155426
BEA1621568|43.94999980926514
C7B4095FA5|3.759999990463257
D055B168EB|84.53999996185303
D194151D70|0.9800000190734863
DEE8A858DF|37.68000030517578
E5CE84C8CE|6.039999961853027
E5FADC4B1A|23.34000062942505
EC8047B41A|7.420000076293945
ECD8C80E3A|2.930000066757202
EDF8436B08|5.409999847412109
F4456D26F8|12.079999923706055
F8A45E59F0|8.15999984741211
F90A288DBD|1.059999942779541
FBB1F70E68|10.54999989271164
02554FF8BE|3.0399999618530273
0A20D88BAA|13.760000228881836
0A9E88CC5B|52.489999294281006
1100D8644F|28.079999923706055
1E23B87A34|10.609999895095825
29231E1437|58.170000076293945
2987A9DAAC|0.35999999195337296
3E088A1A00|32.27000093460083
3E960B2668|7.5299999713897705
3F813A4B29|19.15999984741211
4346C117EF|17.299999237060547
507BA57C3B|18.600000001490116
512969C121|4.989999771118164
55CDD71E5B|20.019999712705612
5B37FDECB6|16.860000610351562
6114ED6E72|9.100000381469727
6186306AC4|9.520000457763672
633621D295|110.25
64781A3EC0|112.0
658A221EEF|95.13000071048737
7354F90CCC|2.0799999237060547
8D99F164EC|23.81999969482422
8DA6164DA1|21.759999990463257
8E4EECEF13|119.02000284194946
8F7CDC754C|12.600000381469727
91632CA0C5|34.239999294281006
9D21A816FB|11.279999732971191
A16577A5BC|85.3999969959259
A2E42F533F|19.68999981880188
A624BFA0B0|18.219999313354492
AA453EDBC0|11.339999914169312
B3B5C59099|2.740000009536743
BC04186750|0.46000000834465027
D089A57C81|16.940000534057617
D0AAC111ED|4.050000071525574
D365189678|10.539999961853027
D74464E743|14.969999313354492
D978F3E0D7|29.97000026702881
DF9FEE36D0|36.100000858306885
E0B47E0F50|17.579999923706055
E6BA9D9088|9.229999542236328
ECF759641F|6.409999847412109
FE3A8E1C4C|50.21999931335449
02E8426E45|17.700000762939453
04C8502C6D|36.33000040054321
09136E2C0D|4.119999885559082
0D1E7269D7|5.3999998569488525
1333D79990|18.28000032901764
15381E94B6|66.39999866485596
1DF6029F0A|1.399999976158142
1E4862BF5D|11.489999771118164
24A4B62DA5|10.789999961853027
2CB9F06F6B|8.430000305175781
2EAF8D42E2|71.26999890804291
31C3310367|13.87999963760376
3C360C2B50|47.88000011444092
4D378D45B3|1.1399999856948853
532E3095A7|0.23999999463558197
5380F71C9E|29.600000381469727
539860AC8D|6.03000020980835
54339AF0E2|46.84999942779541
5993EDFEED|4.489999771118164
5E7699C6F0|59.18999922275543
66CA5D1ECC|9.680000305175781
6C52BE653F|23.719999313354492
77F29EE455|3.5899999141693115
79826B0706|18.299999237060547
80BEA0003A|6.820000171661377
894DFCC138|26.65999984741211
95408C8063|19.479999542236328
99FC745CFF|9.960000157356262
9A258677C2|151.22000312805176
9CCC414B38|7.179999828338623
9D43C39CF0|5.519999980926514
A7895F70AC|35.47999954223633
AF9CA959EB|1.3799999952316284
B51CBF762E|8.9399995803833
C424F85C61|18.96000051498413
D5A246FB1D|83.73000049591064
D6F3B74833|10.199999809265137
D80CBC6591|37.91999816894531
DB241808F3|4.800000071525574
DF7B80B7B7|4.289999842643738
E2DA90A45C|1.8600000143051147
E662ED2A1F|61.02000117301941
